18
801 1713
571 820 980
130 938 956
952 442 527
162 440 700
248 358 259
136 35 975
40 42 524
766 264 460
204 557 944
546 19 122
804 511 525
23 820 295
257 859 664
122 783 116
450 410 986
575 671 852
296 46 278
239 315 973
871 68 351
631 37 189
872 782 769
298 931 903
21 346 435
638 851 720
951 697 121
22 769 774
93 464 831
915 123 641
682 185 108
262 721 687
52 880 267
260 779 547
243 371 257
807 345 61
30 899 321
317 190 482
887 248 91
876 820 538
669 237 387
737 599 965
99 555 629
192 516 1000
408 949 178
633 927 238
825 458 242
938 333 75
766 520 770
584 209 818
256 947 250
785 673 211
634 397 581
685 378 149
880 520 181
642 336 597
64 179 722
341 529 67
379 134 886
164 765 974
218 805 763
69 106 592
589 456 743
744 825 736
206 474 438
691 813 384
739 414 724
168 323 607
242 231 803
193 380 970
451 350 932
502 598 346
461 935 284
418 449 422
761 612 140
158 670 899
540 895 447
516 171 27
575 417 794
432 343 43
692 706 22
70 848 172
708 798 571
443 86 119
752 725 620
475 715 729
458 601 777
834 653 129
459 236 450
804 525 458
532 851 824
676 621 29
518 751 576
144 688 805
680 122 933
21 614 922
83 197 110
278 547 147
815 694 512
701 551 564
925 455 250
835 181 321
858 914 557
179 390 622
247 447 223
450 612 311
645 294 773
244 942 229
874 483 357
866 678 764
5 479 309
74 276 950
642 270 441
288 51 455
43 617 667
429 294 686
572 110 677
415 834 685
693 451 521
327 135 895
900 54 437
133 797 2
510 951 547
555 645 589
755 45 842
832 643 883
777 169 821
537 712 752
697 540 243
277 640 34
130 471 547
541 342 29
488 109 221
758 862 160
255 327 796
895 69 607
518 51 249
591 184 879
938 785 553
343 226 524
250 469 551
395 839 606
257 674 914
659 737 567
884 296 14
313 60 183
258 348 255
601 330 763
160 145 786
85 500 115
213 737 931
945 12 625
836 913 617
947 13 911
861 346 70
156 366 349
423 37 886
220 614 550
468 568 185
216 253 34
487 67 904
664 673 300
115 394 967
441 642 612
407 97 439
396 642 288
254 722 1
73 208 852
468 294 634
860 724 631
317 728 769
285 730 442
741 550 411
255 880 381
705 134 409
182 835 971
80 59 792
409 771 894
164 654 896
132 717 884
929 360 867
611 10 96
136 484 862
144 79 50
868 243 995
179 101 704
539 954 724
953 396 300
811 559 651
132 101 728
179 460 987
234 483 392
735 865 306
761 397 944
798 738 625
919 37 303
9 522 782
400 434 100
615 640 359
402 297 868
733 572 626
273 594 603
233 807 496
802 206 709
599 288 83
563 63 436
15 643 142
802 483 366
351 29 217
541 688 674
680 929 817
364 736 381
14 552 395
451 112 455
876 558 271
191 321 325
63 686 225
928 347 897
717 6 914
430 135 647
207 870 367
602 338 866
259 283 786
812 374 612
368 906 344
695 343 791
870 892 768
499 896 276
155 947 658
603 754 825
791 460 858
10 171 878
56 901 892
215 752 787
402 429 528
21 342 361
84 743 370
437 91 590
870 676 428
266 821 934
81 570 215
396 590 873
371 601 88
740 439 548
18 37 583
840 733 175
57 424 220
658 112 521
412 406 750
381 81 499
807 877 41
645 735 622
829 82 438
907 806 422
325 861 454
605 703 872
903 188 58
11 939 508
418 553 829
667 58 192
437 164 258
648 431 144
591 288 984
255 462 465
239 542 408
300 874 502
430 668 844
463 718 258
881 485 330
911 155 600
446 627 257
379 747 910
581 314 626
130 698 80
597 852 346
505 305 524
799 411 600
51 85 289
924 160 331
954 699 114
579 687 590
385 662 484
18 15 141
773 424 584
612 350 199
373 512 592
190 114 413
870 332 475
197 345 19
483 942 488
399 670 439
219 433 691
111 330 693
327 952 354
776 303 10
231 608 606
797 348 414
140 723 95
176 174 291
371 82 624
204 727 138
343 517 891
574 844 759
200 842 379
259 887 924
741 224 99
333 855 113
663 548 237
176 126 768
76 271 72
127 952 548
44 295 702
523 442 903
910 219 386
120 132 987
450 302 788
186 895 193
756 909 484
458 840 482
744 316 445
642 526 607
321 13 75
674 853 348
360 600 698
107 138 811
543 269 809
446 203 820
84 418 40
732 248 953
446 2 968
468 291 605
927 450 772
19 790 152
219 822 731
899 727 943
739 96 913
83 820 183
750 891 90
67 953 784
209 104 382
791 18 196
630 65 92
85 389 488
139 514 282
55 565 380
388 544 667
821 714 222
296 411 409
37 433 751
285 889 267
607 637 850
598 139 300
306 282 320
712 854 986
481 467 851
246 393 736
2 870 557
483 110 255
298 447 534
418 137 723
846 779 439
448 566 561
66 212 577
436 268 122
51 317 656
792 831 526
749 153 880
393 56 966
14 405 748
557 878 513
864 489 872
643 465 576
802 371 266
413 930 983
560 853 261
157 891 452
31 830 357
480 51 482
223 428 831
411 397 157
94 597 554
770 392 902
193 692 932
662 689 940
749 714 48
260 478 547
43 593 229
157 796 205
859 927 277
186 655 48
479 183 636
456 153 668
334 46 873
923 752 653
345 747 363
217 909 255
246 568 640
947 707 244
77 474 414
704 212 913
517 587 92
834 271 181
868 247 815
49 605 844
416 753 203
667 942 685
810 330 172
134 53 978
89 829 302
74 66 768
810 394 509
931 757 215
172 512 226
637 740 77
42 340 77
263 558 442
17 902 292
677 43 31
350 842 428
593 785 699
42 174 662
536 29 484
225 368 509
352 797 481
77 398 1
226 52 294
701 940 262
890 106 729
520 552 160
813 452 916
849 806 704
794 193 949
571 850 464
899 143 282
810 381 927
737 455 551
669 426 219
917 292 153
394 721 948
126 9 627
671 919 902
80 870 899
664 716 423
797 370 803
555 672 821
479 902 288
590 349 162
406 279 335
217 219 387
242 647 979
701 514 211
89 843 2
542 42 11
670 812 955
270 796 324
842 607 79
355 377 911
865 952 772
552 507 24
802 796 497
17 892 775
476 792 554
779 329 863
208 556 496
606 853 284
732 779 944
269 662 901
256 23 698
115 191 933
601 404 57
331 421 732
126 419 353
578 83 145
588 518 171
217 327 870
220 618 761
65 785 630
782 31 190
553 130 26
525 635 605
894 176 20
929 924 859
769 858 461
769 518 117
600 898 347
205 518 208
177 247 16
656 25 800
876 370 858
452 949 595
65 514 912
426 462 681
493 567 568
214 309 535
510 179 477
145 877 471
576 173 605
799 424 112
777 376 176
230 61 46
470 468 920
223 231 941
169 649 653
276 942 430
149 628 55
472 323 912
288 437 430
671 29 679
585 315 123
788 412 790
774 815 810
302 723 458
809 856 391
142 901 721
864 351 440
841 744 507
289 832 449
34 909 128
473 7 179
904 283 660
243 309 230
658 786 776
144 891 440
757 168 806
378 715 119
300 277 602
128 856 863
403 346 594
441 250 647
330 752 325
91 73 655
168 581 225
197 867 503
414 942 180
384 888 773
840 709 594
917 634 314
7 147 56
417 66 384
711 529 303
432 851 579
81 501 231
409 147 78
922 109 281
406 260 117
102 752 377
904 701 477
872 307 148
46 930 543
853 323 223
72 599 991
310 136 390
242 258 289
844 261 437
207 743 655
710 242 820
667 291 547
397 808 78
5 942 666
629 524 531
173 572 727
460 167 722
189 526 772
508 882 879
526 570 534
909 581 297
437 150 526
684 841 727
262 419 706
581 928 799
137 302 522
323 7 201
78 475 513
631 727 719
46 735 110
950 542 697
58 427 845
506 778 946
25 752 66
532 525 502
692 342 913
909 429 244
933 702 976
827 222 861
663 673 123
669 819 577
547 788 667
637 732 68
213 346 849
337 566 741
46 611 459
61 187 625
28 693 513
856 526 714
807 657 847
574 892 764
240 470 229
45 947 787
759 700 743
542 107 480
134 333 656
198 475 939
149 63 238
678 560 645
535 795 738
151 417 709
61 457 445
272 782 680
947 839 725
840 141 945
45 341 768
12 877 222
793 53 400
544 622 234
371 634 7
913 518 503
456 435 32
691 952 283
809 872 624
74 928 786
577 534 905
799 527 904
464 816 47
827 742 856
577 432 446
3 606 971
738 826 654
2 827 124
912 883 28
410 642 135
174 946 756
79 707 556
859 553 118
937 561 907
76 485 601
571 556 473
687 705 535
376 261 532
896 855 256
544 421 832
57 588 724
565 319 513
47 710 907
911 216 985
132 567 529
864 380 939
896 945 588
259 621 849
315 389 91
346 163 465
261 346 820
72 613 177
740 381 133
624 608 542
297 826 813
912 99 444
636 377 575
98 478 159
723 272 375
709 141 524
570 583 442
255 901 747
177 885 45
334 494 622
738 832 263
39 762 892
340 140 3
827 770 128
196 800 558
470 458 55
128 662 514
491 458 764
32 133 395
289 235 403
922 805 225
767 129 98
729 689 7
654 897 710
121 692 339
761 332 118
876 231 135
858 714 415
240 298 68
16 558 527
321 16 408
44 713 956
28 390 822
583 552 432
276 531 468
77 576 955
927 229 549
539 299 919
254 655 428
123 676 737
918 431 160
268 377 470
42 409 462
323 616 541
905 323 438
69 350 552
923 384 269
430 569 304
58 717 87
230 474 459
703 507 211
45 377 745
841 832 104
130 184 931
523 214 74
294 401 753
771 909 114
480 257 838
73 627 780
81 472 643
373 230 884
560 10 218
111 388 912
289 823 110
410 918 172
530 618 30
928 744 374
50 1 105
767 678 499
56 252 189
184 726 104
163 175 877
34 514 807
8 647 551
577 274 80
557 125 886
874 196 866
169 235 861
277 666 283
163 205 714
682 945 1000
490 37 986
478 505 821
581 895 939
370 48 262
353 231 812
329 484 264
682 508 769
343 695 427
667 414 714
720 269 199
693 550 984
647 349 605
834 104 629
627 705 183
751 865 487
182 560 560
516 174 51
175 581 158
756 603 931
930 334 148
854 511 339
407 701 899
954 175 393
187 791 56
934 103 320
914 381 951
269 767 823
249 36 80
307 526 961
664 940 338
638 137 911
641 570 938
166 655 651
70 766 465
786 285 542
449 818 755
804 625 564
127 39 690
874 361 342
591 842 484
620 504 53
743 850 67
612 22 740
854 509 709
463 740 161
89 392 869
618 938 939
887 634 721
467 10 297
892 857 78
671 195 561
239 286 392
515 107 288
70 843 534
738 622 866
387 31 846
130 594 544
86 454 857
799 595 303
612 140 810
193 333 75
841 272 303
727 168 438
70 767 708
78 723 71
429 579 392
889 19 200
152 618 124
747 276 452
490 701 689
812 613 15
566 498 836
813 831 7
730 429 69
770 886 503
211 782 368
294 748 246
863 911 370
871 646 511
285 792 418
880 391 285
724 275 364
683 31 125
297 360 744
927 587 275
302 432 613
729 922 304
580 571 198
883 142 39
540 707 651
911 513 706
298 734 211
591 462 851
452 777 732
771 387 660
554 309 907
899 873 221
239 78 993
318 222 863
130 949 200
491 422 478
415 364 260
522 248 460
337 821 706
605 291 736
514 770 969
136 27 218
638 894 134
369 38 79
6 260 210
723 844 561
568 579 10
13 214 702
632 546 869
99 434 48
243 440 913
569 627 745
146 467 241
787 716 693
872 901 759
597 300 219
155 1 437
514 322 732
453 607 578
667 238 871
352 928 563
432 889 633
656 687 721
760 521 611
902 863 576
885 378 775
600 73 680
318 943 83
13 351 249
567 877 578
637 601 736
864 428 42
808 64 449
951 80 975
289 222 373
561 580 472
649 89 429
327 607 117
652 284 408
715 437 1000
628 426 700
222 672 78
209 896 353
231 5 741
463 130 698
99 98 737
556 263 763
792 872 364
840 517 237
872 739 478
699 337 774
262 190 380
667 287 46
56 282 717
113 489 548
130 706 194
744 522 198
472 57 921
249 214 598
319 364 769
744 440 562
56 659 186
661 359 964
318 599 447
634 651 329
611 213 336
670 861 936
297 305 980
553 651 141
46 533 605
196 62 918
487 57 237
600 718 465
678 448 676
91 585 838
935 555 982
27 301 857
502 410 126
433 336 354
477 337 929
623 82 290
35 214 278
14 396 28
527 202 942
9 86 23
500 527 554
561 930 906
706 495 535
229 635 234
80 496 531
828 322 856
697 150 610
153 518 895
261 511 777
530 646 797
786 479 88
746 221 986
660 395 922
748 240 41
650 160 976
190 24 352
586 2 782
252 649 634
501 577 806
888 627 489
30 320 973
868 568 541
265 927 191
654 126 92
116 170 178
463 570 881
416 285 209
321 642 404
840 664 276
949 1 100
29 868 274
575 333 312
890 13 756
639 609 767
672 206 986
662 426 969
235 166 284
163 825 749
887 695 181
410 633 740
2 182 161
589 130 402
73 2 853
786 808 95
745 601 393
471 803 413
836 68 888
385 325 34
667 174 155
564 872 155
25 609 226
406 723 34
304 357 525
681 105 870
497 615 598
2 874 551
522 717 175
919 629 40
72 555 919
746 817 3
337 44 929
587 62 442
810 416 63
80 644 710
488 662 272
536 767 374
423 453 698
586 103 308
175 784 538
150 308 380
235 720 880
358 320 186
138 355 64
853 583 628
574 399 197
485 819 580
396 758 119
814 169 905
103 835 601
895 728 937
907 808 542
469 902 120
389 23 701
554 158 978
261 409 641
259 419 266
421 325 269
716 624 173
610 840 471
509 2 184
352 36 361
869 581 822
137 881 639
875 31 233
659 380 970
733 770 449
493 112 57
243 57 409
599 336 484
243 681 990
38 883 850
24 807 592
307 464 203
339 812 197
128 821 508
8 675 444
83 514 689
152 552 851
411 174 493
461 493 932
134 804 17
861 296 78
648 691 596
391 242 426
231 761 849
110 764 243
925 783 35
768 97 258
490 880 51
863 496 463
784 704 558
57 734 251
223 928 869
531 286 321
337 24 487
430 709 442
222 77 589
306 120 47
211 153 625
780 246 180
147 499 904
200 491 618
656 518 616
870 23 733
513 303 696
202 853 712
561 595 875
57 97 543
77 671 585
685 349 754
358 822 609
522 201 895
432 206 173
337 671 69
948 444 131
688 580 517
675 564 830
404 707 218
574 370 702
829 129 404
48 574 272
610 449 191
670 142 954
937 542 408
704 397 761
857 70 52
400 461 778
168 98 234
779 497 903
605 236 378
465 602 326
428 568 54
555 439 46
270 137 350
66 286 164
617 627 481
153 638 683
282 211 140
526 238 461
707 275 273
578 645 19
723 622 777
615 735 493
539 30 588
620 918 735
118 495 330
121 715 717
720 662 172
838 398 238
720 809 420
474 576 789
280 501 403
72 648 684
575 849 525
469 690 360
461 720 605
360 861 468
880 182 807
278 281 222
325 401 575
238 417 339
841 204 694
795 448 567
515 562 555
953 641 769
532 36 963
345 56 944
179 885 939
380 841 267
420 702 527
524 167 647
879 429 734
373 437 271
670 586 215
807 310 480
701 548 709
427 790 222
785 250 725
698 665 274
823 280 646
686 25 758
460 772 918
740 476 63
219 190 799
27 561 235
325 200 191
852 509 23
12 266 787
925 73 80
761 492 57
571 853 136
314 290 901
676 849 559
913 550 870
742 97 61
405 461 919
32 776 260
211 55 348
734 250 607
747 505 93
853 927 226
317 206 702
622 796 226
887 515 64
86 778 693
247 577 964
283 405 367
181 930 916
445 343 164
778 843 42
373 698 400
89 885 276
220 82 464
941 383 90
572 199 850
49 123 441
305 184 457
949 240 506
402 468 874
355 671 805
369 478 251
349 620 692
80 423 297
327 70 671
376 48 595
425 917 143
65 226 48
562 45 935
208 116 936
692 783 464
804 872 973
190 69 764
462 6 162
781 902 919
36 641 553
310 253 657
539 294 561
623 364 773
788 121 693
851 470 302
889 596 66
662 595 538
506 293 914
929 580 784
68 940 738
436 905 154
576 316 962
146 803 231
163 732 521
920 633 946
250 683 386
642 576 661
836 396 848
742 175 344
601 933 301
88 175 846
412 474 899
716 793 107
233 788 960
694 303 995
242 719 787
744 620 749
397 200 27
556 210 895
229 334 271
380 66 908
907 352 346
610 302 988
953 521 568
888 121 356
517 77 458
361 496 799
817 639 919
495 461 653
205 127 79
773 827 949
921 887 283
681 431 548
197 413 674
443 844 20
406 794 185
384 330 255
542 819 181
647 428 806
231 263 107
794 856 157
719 808 71
701 141 866
85 589 535
697 741 109
83 688 870
409 787 331
807 656 112
790 487 52
613 523 445
703 806 501
485 248 720
410 740 234
907 605 910
675 358 749
541 287 352
668 127 6
515 722 937
814 435 905
682 199 869
641 474 508
613 321 15
480 881 144
524 823 892
829 775 496
110 507 18
295 306 517
682 330 633
635 341 856
564 300 273
610 290 656
532 934 530
938 739 265
707 577 575
169 946 552
539 269 99
902 492 955
380 721 916
334 876 594
477 489 375
917 338 797
91 931 990
870 868 726
530 784 234
492 148 604
641 850 68
762 124 321
806 522 928
707 228 672
163 844 62
325 851 531
151 379 758
707 29 244
953 76 348
192 247 151
90 755 904
289 641 209
242 773 465
19 123 922
686 949 809
138 593 771
534 865 570
413 180 733
383 22 700
805 324 689
420 570 904
769 590 420
98 384 835
253 861 251
595 33 866
823 741 179
394 902 313
711 488 259
53 190 598
125 588 168
949 669 557
317 816 70
52 193 392
798 322 533
337 135 767
873 69 304
566 800 355
568 895 383
97 630 83
269 851 361
370 693 96
898 23 840
34 894 643
333 45 658
262 92 575
837 677 344
611 703 346
788 754 553
321 196 349
18 650 149
353 850 271
443 882 836
212 817 897
616 173 675
381 171 46
899 244 32
675 480 939
80 677 206
798 199 436
78 348 674
672 554 356
839 889 645
311 572 928
861 99 62
154 75 352
607 553 608
388 67 878
180 487 830
102 932 695
828 323 598
459 3 694
123 232 689
912 920 385
698 737 403
574 479 605
402 85 130
486 394 180
287 283 291
554 207 832
180 48 430
299 924 422
523 847 888
633 761 34
112 682 980
339 748 671
624 900 445
290 502 355
108 627 329
137 30 691
845 182 588
826 915 583
29 138 622
684 232 220
893 212 78
933 215 303
921 953 551
97 729 996
351 871 189
561 624 514
447 588 220
209 385 215
765 438 83
179 636 965
721 107 956
292 818 152
179 395 329
758 117 183
873 888 869
569 613 458
932 6 339
273 296 712
889 564 713
823 16 778
430 410 218
242 316 456
308 191 308
613 190 419
115 493 104
831 363 167
799 198 36
762 545 605
890 512 517
393 830 262
239 800 70
616 286 119
785 274 47
903 856 512
23 877 548
803 929 134
627 198 304
782 183 253
824 631 581
227 194 440
176 429 905
845 370 555
312 952 777
653 433 818
82 570 233
40 222 885
307 226 457
653 712 367
625 291 621
365 387 170
524 872 75
459 123 340
251 733 189
451 243 164
652 703 963
476 546 162
245 100 196
925 64 695
329 114 798
830 867 107
350 103 852
388 182 982
95 818 227
289 122 177
573 462 362
170 668 909
919 420 193
593 720 484
378 499 59
11 829 59
200 904 329
560 159 789
192 287 976
952 429 203
898 712 201
833 454 947
841 650 462
727 253 806
346 828 4
934 547 915
330 272 373
622 345 349
253 292 201
818 611 842
863 740 317
372 21 274
841 422 90
454 593 463
844 68 398
347 463 895
792 910 292
10 46 594
87 375 960
644 197 974
511 380 836
88 883 594
220 532 751
221 806 598
379 660 38
740 664 282
245 281 514
610 538 129
603 208 928
45 371 287
368 380 104
576 595 227
586 155 697
107 167 757
459 410 637
582 169 402
183 876 558
733 336 966
151 304 353
876 40 569
189 181 958
897 37 812
140 430 647
258 74 590
503 85 786
655 6 451
108 209 234
23 173 925
449 886 837
191 945 182
700 789 955
456 662 436
500 813 448
886 193 597
618 779 408
316 399 843
642 879 896
784 196 740
869 585 417
500 774 505
266 248 510
639 384 905
566 9 316
482 836 554
408 787 218
851 589 252
159 846 14
317 764 793
772 396 361
594 620 953
456 774 913
411 821 217
744 909 729
914 428 301
336 776 604
594 181 456
697 616 828
274 929 486
456 863 586
566 181 37
720 226 567
374 505 814
400 852 161
92 520 69
